id,target_amenity,mode,distance_miles,duration_minutes,location_name,description
Internsion_1.2433591485800462e+19,Retail (Consumer Goods)/Book Store,Car,0.3519566616847907,0.0,Hub Comics,"This person goes to Hub Comics by Car, this place is in the amenity category of Retail (Consumer Goods)/Book Store. The distance is 0.3519566616847907 miles. It takes 0.0 minutes."
Internsion_6.685906956690902e+18,Education/Universities,Car,3.5129107240692834,12.0,Wentworth Institute Of Technology,"This person goes to Wentworth Institute Of Technology by Car, this place is in the amenity category of Education/Universities. The distance is 3.5129107240692834 miles. It takes 12.0 minutes."
Internsion_1.3046133073296374e+17,Education/Elementary School,Walking,1.053005651419088,20.0,Ivy Street School,"This person goes to Ivy Street School by Walking, this place is in the amenity category of Education/Elementary School. The distance is 1.053005651419088 miles. It takes 20.0 minutes."
Internsion_6.528561425279394e+18,Retail (Consumer Goods)/Shoe Store,Public_transport,1.7736718566757916,21.0,Nike Boston,"This person goes to Nike Boston by Public_transport, this place is in the amenity category of Retail (Consumer Goods)/Shoe Store. The distance is 1.7736718566757916 miles. It takes 21.0 minutes."
Internsion_1.6944463844123073e+19,Entertainment/Zoos and Nature Parks,Public_transport,2.912631793666093,31.0,Joslin Park,"This person goes to Joslin Park by Public_transport, this place is in the amenity category of Entertainment/Zoos and Nature Parks. The distance is 2.912631793666093 miles. It takes 31.0 minutes."
Internsion_6.626936932149313e+17,F&B Eatery/Full-Service Restaurants,Car,1.822185260997656,3.0,Local 149,"This person goes to Local 149 by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 1.822185260997656 miles. It takes 3.0 minutes."
Internsion_1.5964844478633603e+19,F&B Eatery/Limited-Service Restaurants,Walking,0.0310930597878781,0.0,sweetgreen,"This person goes to sweetgreen by Walking, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 0.0310930597878781 miles. It takes 0.0 minutes."
Internsion_8.730201355907265e+18,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,1.518540970048296,28.0,P&R Restaurant And Ice Cream Parlor,"This person goes to P&R Restaurant And Ice Cream Parlor by Public_transport, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 1.518540970048296 miles. It takes 28.0 minutes."
Internsion_4.501044786361879e+18,F&B Eatery/Full-Service Restaurants,Car,2.92694330304184,9.0,The Butcher Shop,"This person goes to The Butcher Shop by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 2.92694330304184 miles. It takes 9.0 minutes."
Internsion_1.509956007895325e+19,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,2.1209799194354737,6.0,Panera Bread,"This person goes to Panera Bread by Car, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 2.1209799194354737 miles. It takes 6.0 minutes."
Internsion_3.385451074921647e+18,Retail (Grocery)/Liquor Store,Public_transport,3.8046074942674055,25.0,Urban Grape South End,"This person goes to Urban Grape South End by Public_transport, this place is in the amenity category of Retail (Grocery)/Liquor Store. The distance is 3.8046074942674055 miles. It takes 25.0 minutes."
Internsion_1.5460260694746755e+19,Entertainment/Zoos and Nature Parks,Walking,0.1270619663365492,2.0,Lopresti Park,"This person goes to Lopresti Park by Walking, this place is in the amenity category of Entertainment/Zoos and Nature Parks. The distance is 0.1270619663365492 miles. It takes 2.0 minutes."
Internsion_3.4498832208695465e+18,Retail (Consumer Goods)/Book Store,Car,2.8263490169719905,9.0,Comicopia,"This person goes to Comicopia by Car, this place is in the amenity category of Retail (Consumer Goods)/Book Store. The distance is 2.8263490169719905 miles. It takes 9.0 minutes."
Internsion_9.941169804696392e+18,Healthcare/Nursing and Residential Care,Walking,0.2203114312815811,4.0,Zelma Lacey House,"This person goes to Zelma Lacey House by Walking, this place is in the amenity category of Healthcare/Nursing and Residential Care. The distance is 0.2203114312815811 miles. It takes 4.0 minutes."
Internsion_1.9987912302522552e+18,Leisure & Wellness/Gym,Public_transport,0.728127332668876,6.0,BodyMindPilates,"This person goes to BodyMindPilates by Public_transport, this place is in the amenity category of Leisure & Wellness/Gym. The distance is 0.728127332668876 miles. It takes 6.0 minutes."
Internsion_8.924662500575321e+18,Retail (Consumer Goods)/Book Store,Walking,0.0956613081919999,2.0,State House News Service,"This person goes to State House News Service by Walking, this place is in the amenity category of Retail (Consumer Goods)/Book Store. The distance is 0.0956613081919999 miles. It takes 2.0 minutes."
Internsion_1.6976381372911313e+19,Healthcare/Hospitals,Car,0.578366898517158,1.0,Quantum Physical Therapy,"This person goes to Quantum Physical Therapy by Car, this place is in the amenity category of Healthcare/Hospitals. The distance is 0.578366898517158 miles. It takes 1.0 minutes."
Internsion_1.4348653689866527e+18,F&B Eatery/Full-Service Restaurants,Walking,0.2776684723673061,5.0,Kala Thai Cookery,"This person goes to Kala Thai Cookery by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.2776684723673061 miles. It takes 5.0 minutes."
Internsion_1.1837010175183751e+19,Retail (Consumer Goods)/Clothing Store,Walking,0.3052117855722499,5.0,Angelica Timas,"This person goes to Angelica Timas by Walking, this place is in the amenity category of Retail (Consumer Goods)/Clothing Store. The distance is 0.3052117855722499 miles. It takes 5.0 minutes."
Internsion_1.7219836787972344e+19,Leisure & Wellness/Recreation Industries,Car,14.454946095355334,37.0,Hoyt Sullivan Playground,"This person goes to Hoyt Sullivan Playground by Car, this place is in the amenity category of Leisure & Wellness/Recreation Industries. The distance is 14.454946095355334 miles. It takes 37.0 minutes."
Internsion_1.1217713209666951e+19,Retail (Consumer Goods)/Book Store,Walking,0.2577184296538292,5.0,J August Bookstore,"This person goes to J August Bookstore by Walking, this place is in the amenity category of Retail (Consumer Goods)/Book Store. The distance is 0.2577184296538292 miles. It takes 5.0 minutes."
Internsion_1.0646128325754372e+19,Entertainment/Zoos and Nature Parks,Public_transport,1.2810630526391351,10.0,Rolling Bridge Park,"This person goes to Rolling Bridge Park by Public_transport, this place is in the amenity category of Entertainment/Zoos and Nature Parks. The distance is 1.2810630526391351 miles. It takes 10.0 minutes."
Internsion_5.253960784223099e+18,Retail (Grocery)/Specialty Food Retailers,Walking,0.0279411156504914,0.0,Boston Lobster,"This person goes to Boston Lobster by Walking, this place is in the amenity category of Retail (Grocery)/Specialty Food Retailers. The distance is 0.0279411156504914 miles. It takes 0.0 minutes."
Internsion_3.897541056101154e+18,Healthcare/Hospitals,Car,0.6108033618198796,1.0,Tufts Medical,"This person goes to Tufts Medical by Car, this place is in the amenity category of Healthcare/Hospitals. The distance is 0.6108033618198796 miles. It takes 1.0 minutes."
Internsion_1.092016857481964e+19,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,0.0432486729665073,0.0,TBaar,"This person goes to TBaar by Walking, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 0.0432486729665073 miles. It takes 0.0 minutes."
Internsion_5.292919268568623e+18,Retail (Consumer Goods)/Jewelry Stores,Walking,0.8804963078018088,17.0,Ocean Time,"This person goes to Ocean Time by Walking, this place is in the amenity category of Retail (Consumer Goods)/Jewelry Stores. The distance is 0.8804963078018088 miles. It takes 17.0 minutes."
Internsion_1.434818361679705e+19,F&B Eatery/Full-Service Restaurants,Car,1.2462119521317638,2.0,D'Parma Restaurant,"This person goes to D'Parma Restaurant by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 1.2462119521317638 miles. It takes 2.0 minutes."
Internsion_2.220641479267236e+18,Hotel/Hotel and Lodging,Public_transport,2.531699665714118,39.0,Holiday Inn Express,"This person goes to Holiday Inn Express by Public_transport, this place is in the amenity category of Hotel/Hotel and Lodging. The distance is 2.531699665714118 miles. It takes 39.0 minutes."
Internsion_1.6288949837444995e+19,F&B Eatery/Full-Service Restaurants,Walking,0.0797343266858613,1.0,Trade,"This person goes to Trade by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.0797343266858613 miles. It takes 1.0 minutes."
Internsion_7.657553002533598e+18,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,0.6271179446840048,2.0,Cafe 716,"This person goes to Cafe 716 by Car, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 0.6271179446840048 miles. It takes 2.0 minutes."
Internsion_1.562593126627967e+19,Leisure & Wellness/Gym,Car,10.238757556500808,17.0,Canadian Park Training,"This person goes to Canadian Park Training by Car, this place is in the amenity category of Leisure & Wellness/Gym. The distance is 10.238757556500808 miles. It takes 17.0 minutes."
Internsion_7.640505088248139e+18,F&B Eatery/Limited-Service Restaurants,Walking,0.5651350813503921,10.0,Shake Shack,"This person goes to Shake Shack by Walking, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 0.5651350813503921 miles. It takes 10.0 minutes."
Internsion_2.9453091714690606e+18,Retail (Consumer Goods)/Department Store,Car,1.6807433380542545,5.0,Target,"This person goes to Target by Car, this place is in the amenity category of Retail (Consumer Goods)/Department Store. The distance is 1.6807433380542545 miles. It takes 5.0 minutes."
Internsion_1.212725998173905e+19,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,1.2952971520630496,25.0,Dunkin',"This person goes to Dunkin' by Walking, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 1.2952971520630496 miles. It takes 25.0 minutes."
Internsion_3.7087652428924406e+18,Retail (Consumer Goods)/Book Store,Public_transport,1.2095261387526,6.0,Grolier Poetry Book Shop,"This person goes to Grolier Poetry Book Shop by Public_transport, this place is in the amenity category of Retail (Consumer Goods)/Book Store. The distance is 1.2095261387526 miles. It takes 6.0 minutes."
Internsion_1.2359043902843455e+19,Professional Services/Professional Services,Car,2.4281257779891408,6.0,Mark Schwanbeck Tax Preparation,"This person goes to Mark Schwanbeck Tax Preparation by Car, this place is in the amenity category of Professional Services/Professional Services. The distance is 2.4281257779891408 miles. It takes 6.0 minutes."
Internsion_1.2013075436229683e+19,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,0.0830484891768953,1.0,Pepita Coffee,"This person goes to Pepita Coffee by Walking, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 0.0830484891768953 miles. It takes 1.0 minutes."
Internsion_9.04812554254657e+18,Education/Universities,Car,46.595773085007245,84.0,Wentworth Institute Of Technology,"This person goes to Wentworth Institute Of Technology by Car, this place is in the amenity category of Education/Universities. The distance is 46.595773085007245 miles. It takes 84.0 minutes."
Internsion_1.0736406191604972e+19,Retail (Consumer Goods)/Book Store,Walking,0.0244330332106103,0.0,MIT Press Bookstore,"This person goes to MIT Press Bookstore by Walking, this place is in the amenity category of Retail (Consumer Goods)/Book Store. The distance is 0.0244330332106103 miles. It takes 0.0 minutes."
Internsion_5.452862910159382e+18,Retail (Consumer Goods)/Florist,Walking,0.0899411035254848,1.0,Olympia Flower Store,"This person goes to Olympia Flower Store by Walking, this place is in the amenity category of Retail (Consumer Goods)/Florist. The distance is 0.0899411035254848 miles. It takes 1.0 minutes."
Internsion_1.8168239041853768e+19,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,4.7936710527620665,19.0,Dunkin',"This person goes to Dunkin' by Car, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 4.7936710527620665 miles. It takes 19.0 minutes."
Internsion_9.785690588461031e+18,Retail (Grocery)/Grocery or Supermarket,Walking,0.2697422314401478,5.0,Family Brothers Market,"This person goes to Family Brothers Market by Walking, this place is in the amenity category of Retail (Grocery)/Grocery or Supermarket. The distance is 0.2697422314401478 miles. It takes 5.0 minutes."
Internsion_9.07426428673846e+18,Retail (Pharmacy)/Pharmacy,Car,1.927780316726144,5.0,CVS,"This person goes to CVS by Car, this place is in the amenity category of Retail (Pharmacy)/Pharmacy. The distance is 1.927780316726144 miles. It takes 5.0 minutes."
Internsion_1.6083599700313682e+19,Leisure & Wellness/Golf Courses,Walking,0.2288848014446403,4.0,CityGolf Boston,"This person goes to CityGolf Boston by Walking, this place is in the amenity category of Leisure & Wellness/Golf Courses. The distance is 0.2288848014446403 miles. It takes 4.0 minutes."
Internsion_2.207308886573e+17,Retail (Grocery)/Liquor Store,Walking,0.3004820974286494,5.0,Marlboro Market,"This person goes to Marlboro Market by Walking, this place is in the amenity category of Retail (Grocery)/Liquor Store. The distance is 0.3004820974286494 miles. It takes 5.0 minutes."
Internsion_1.751029024191766e+19,Professional Services/Finance,Public_transport,1.5937335540884303,18.0,Suffolk Jewelers & Pawn Brokers,"This person goes to Suffolk Jewelers & Pawn Brokers by Public_transport, this place is in the amenity category of Professional Services/Finance. The distance is 1.5937335540884303 miles. It takes 18.0 minutes."
Internsion_5.649993959980375e+18,Retail (Consumer Goods)/Jewelry Stores,Car,6.632314771537202,24.0,DeScenza Diamonds Boston,"This person goes to DeScenza Diamonds Boston by Car, this place is in the amenity category of Retail (Consumer Goods)/Jewelry Stores. The distance is 6.632314771537202 miles. It takes 24.0 minutes."
Internsion_1.1065446153138616e+19,Hotel/Hotel and Lodging,Public_transport,1.8126646274942533,19.0,Chez Pat,"This person goes to Chez Pat by Public_transport, this place is in the amenity category of Hotel/Hotel and Lodging. The distance is 1.8126646274942533 miles. It takes 19.0 minutes."
Internsion_1.1329123700792738e+19,Entertainment/Zoos and Nature Parks,Car,3.602263136150233,10.0,Harvard Park,"This person goes to Harvard Park by Car, this place is in the amenity category of Entertainment/Zoos and Nature Parks. The distance is 3.602263136150233 miles. It takes 10.0 minutes."
Internsion_3.3505307471595407e+18,F&B Eatery/Full-Service Restaurants,Walking,0.4408753289532275,9.0,Angela's Cafe Orient Heights,"This person goes to Angela's Cafe Orient Heights by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.4408753289532275 miles. It takes 9.0 minutes."
Internsion_1.3361424948526629e+19,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,0.0345858188367966,0.0,Farmer Horse Coffee,"This person goes to Farmer Horse Coffee by Walking, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 0.0345858188367966 miles. It takes 0.0 minutes."
Internsion_4.301946414785583e+18,F&B Eatery/Drinking Places,Walking,0.2430306852010793,4.0,Amrheins,"This person goes to Amrheins by Walking, this place is in the amenity category of F&B Eatery/Drinking Places. The distance is 0.2430306852010793 miles. It takes 4.0 minutes."
Internsion_1.357727478676834e+19,Religious/Religious Centers,Walking,0.1260912464629861,2.0,Bethel Baptist Church,"This person goes to Bethel Baptist Church by Walking, this place is in the amenity category of Religious/Religious Centers. The distance is 0.1260912464629861 miles. It takes 2.0 minutes."
Internsion_1.6308914803979629e+19,Leisure & Wellness/Gym,Car,8.935847231650413,14.0,CrossFit,"This person goes to CrossFit by Car, this place is in the amenity category of Leisure & Wellness/Gym. The distance is 8.935847231650413 miles. It takes 14.0 minutes."
Internsion_9.697241720270815e+18,Leisure & Wellness/Personal Grooming,Public_transport,1.4775881620005094,18.0,Pyara Spa and Salon Cambridge,"This person goes to Pyara Spa and Salon Cambridge by Public_transport, this place is in the amenity category of Leisure & Wellness/Personal Grooming. The distance is 1.4775881620005094 miles. It takes 18.0 minutes."
Internsion_4.0117380652119496e+18,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,0.0076329935649201,0.0,Melo's Cafe,"This person goes to Melo's Cafe by Walking, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 0.0076329935649201 miles. It takes 0.0 minutes."
Internsion_8.756253797181698e+18,Retail (Grocery)/Liquor Store,Car,1.870834592191706,7.0,Urban Grape South End,"This person goes to Urban Grape South End by Car, this place is in the amenity category of Retail (Grocery)/Liquor Store. The distance is 1.870834592191706 miles. It takes 7.0 minutes."
Internsion_1.6435556328669385e+19,Entertainment/Zoos and Nature Parks,Walking,1.0985097261808543,21.0,Schroeder Plaza,"This person goes to Schroeder Plaza by Walking, this place is in the amenity category of Entertainment/Zoos and Nature Parks. The distance is 1.0985097261808543 miles. It takes 21.0 minutes."
Internsion_9.878369933699752e+18,F&B Eatery/Full-Service Restaurants,Public_transport,3.751894221185757,29.0,Regina Pizzeria,"This person goes to Regina Pizzeria by Public_transport, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 3.751894221185757 miles. It takes 29.0 minutes."
Internsion_1.591936822908443e+19,Retail (Consumer Goods)/Clothing Store,Public_transport,1.4480398604883402,14.0,LIDS,"This person goes to LIDS by Public_transport, this place is in the amenity category of Retail (Consumer Goods)/Clothing Store. The distance is 1.4480398604883402 miles. It takes 14.0 minutes."
Internsion_1.021175210321558e+19,Hotel/Hotel and Lodging,Public_transport,3.788367497924759,30.0,Embassy Suites Hotels,"This person goes to Embassy Suites Hotels by Public_transport, this place is in the amenity category of Hotel/Hotel and Lodging. The distance is 3.788367497924759 miles. It takes 30.0 minutes."
Internsion_1.8016684094524232e+19,F&B Eatery/Full-Service Restaurants,Public_transport,0.7447384004347664,7.0,East Boston House Of Pizza,"This person goes to East Boston House Of Pizza by Public_transport, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.7447384004347664 miles. It takes 7.0 minutes."
Internsion_4.900191839762423e+18,Retail (Consumer Goods)/Florist,Walking,0.2346922971742942,4.0,Madison Floral,"This person goes to Madison Floral by Walking, this place is in the amenity category of Retail (Consumer Goods)/Florist. The distance is 0.2346922971742942 miles. It takes 4.0 minutes."
Internsion_3.01290842025904e+18,Retail (Grocery)/Liquor Store,Walking,0.687062153174666,13.0,Kappy's Fine Wine & Spirits,"This person goes to Kappy's Fine Wine & Spirits by Walking, this place is in the amenity category of Retail (Grocery)/Liquor Store. The distance is 0.687062153174666 miles. It takes 13.0 minutes."
Internsion_6.604178813775177e+18,Education/Elementary School,Car,0.6782967251850893,1.0,Beachmont Veterans Memorial School,"This person goes to Beachmont Veterans Memorial School by Car, this place is in the amenity category of Education/Elementary School. The distance is 0.6782967251850893 miles. It takes 1.0 minutes."
Internsion_1.397324154530433e+19,Retail (Consumer Goods)/Used Merchandise Retailers,Walking,0.2531417190958424,4.0,MIT Flea Market,"This person goes to MIT Flea Market by Walking, this place is in the amenity category of Retail (Consumer Goods)/Used Merchandise Retailers. The distance is 0.2531417190958424 miles. It takes 4.0 minutes."
Internsion_1.0543459681425146e+19,Retail (Consumer Goods)/Hobby retailers,Walking,0.329057362575345,6.0,Lucky 7 Fishing Charters,"This person goes to Lucky 7 Fishing Charters by Walking, this place is in the amenity category of Retail (Consumer Goods)/Hobby retailers. The distance is 0.329057362575345 miles. It takes 6.0 minutes."
Internsion_1.705877735457782e+19,Service/Car Rental,Walking,0.0034820375182213,0.0,Enterprise Rent-A-Car,"This person goes to Enterprise Rent-A-Car by Walking, this place is in the amenity category of Service/Car Rental. The distance is 0.0034820375182213 miles. It takes 0.0 minutes."
Internsion_1.813096091505002e+19,F&B Eatery/Limited-Service Restaurants,Car,9.157090301118854,18.0,Black Seed Cafe & Grill,"This person goes to Black Seed Cafe & Grill by Car, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 9.157090301118854 miles. It takes 18.0 minutes."
Internsion_1.2077342795626449e+19,Entertainment/Performing Arts,Car,6.3934179051628846,22.0,Laugh Boston,"This person goes to Laugh Boston by Car, this place is in the amenity category of Entertainment/Performing Arts. The distance is 6.3934179051628846 miles. It takes 22.0 minutes."
Internsion_8.721004590754957e+18,Healthcare/Offices of Dentists,Public_transport,0.7084375647451907,12.0,Warren Family Dental,"This person goes to Warren Family Dental by Public_transport, this place is in the amenity category of Healthcare/Offices of Dentists. The distance is 0.7084375647451907 miles. It takes 12.0 minutes."
Internsion_1.7532939709839682e+19,Hotel/Hotel and Lodging,Public_transport,1.1640901046037515,14.0,The Charlesmark Hotel,"This person goes to The Charlesmark Hotel by Public_transport, this place is in the amenity category of Hotel/Hotel and Lodging. The distance is 1.1640901046037515 miles. It takes 14.0 minutes."
Internsion_4.556390252145253e+18,Hotel/Hotel and Lodging,Car,2.123673415065782,6.0,Royal Sonesta Boston,"This person goes to Royal Sonesta Boston by Car, this place is in the amenity category of Hotel/Hotel and Lodging. The distance is 2.123673415065782 miles. It takes 6.0 minutes."
Internsion_3.222843533668601e+18,F&B Eatery/Full-Service Restaurants,Public_transport,3.4015634931241814,28.0,Pon Thai Bistro,"This person goes to Pon Thai Bistro by Public_transport, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 3.4015634931241814 miles. It takes 28.0 minutes."
Internsion_1.6838708225568934e+19,Retail (Durable Goods)/Home Goods Store,Public_transport,3.3293793429610465,27.0,Machine Age,"This person goes to Machine Age by Public_transport, this place is in the amenity category of Retail (Durable Goods)/Home Goods Store. The distance is 3.3293793429610465 miles. It takes 27.0 minutes."
Internsion_1.518924407281536e+19,F&B Eatery/Full-Service Restaurants,Car,1.7528306114084926,3.0,Blackstrap BBQ,"This person goes to Blackstrap BBQ by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 1.7528306114084926 miles. It takes 3.0 minutes."
Internsion_6.999495815264151e+18,Retail (Consumer Goods)/Less Frequented Stores,Public_transport,4.298724430121196,43.0,Fast Eddie's Smoke Shop,"This person goes to Fast Eddie's Smoke Shop by Public_transport, this place is in the amenity category of Retail (Consumer Goods)/Less Frequented Stores. The distance is 4.298724430121196 miles. It takes 43.0 minutes."
Internsion_6.148137850042346e+18,F&B Eatery/Full-Service Restaurants,Car,1.1442588719275362,4.0,Moona,"This person goes to Moona by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 1.1442588719275362 miles. It takes 4.0 minutes."
Internsion_1.3816523261542214e+19,Retail (Consumer Goods)/Less Frequented Stores,Car,3.726009316980638,6.0,Shoshana Ernst Fine Art and Design,"This person goes to Shoshana Ernst Fine Art and Design by Car, this place is in the amenity category of Retail (Consumer Goods)/Less Frequented Stores. The distance is 3.726009316980638 miles. It takes 6.0 minutes."
Internsion_1.6755397700834248e+18,F&B Eatery/Full-Service Restaurants,Walking,0.0615734769201546,1.0,Maggiano's Little Italy,"This person goes to Maggiano's Little Italy by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.0615734769201546 miles. It takes 1.0 minutes."
Internsion_1.140195199068406e+19,Professional Services/Real Estate,Walking,0.2463055049787714,4.0,Stacey Buys Houses,"This person goes to Stacey Buys Houses by Walking, this place is in the amenity category of Professional Services/Real Estate. The distance is 0.2463055049787714 miles. It takes 4.0 minutes."
Internsion_6.177334856269138e+18,F&B Eatery/Limited-Service Restaurants,Public_transport,5.095682664722166,39.0,Hood Milk Bottle,"This person goes to Hood Milk Bottle by Public_transport, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 5.095682664722166 miles. It takes 39.0 minutes."
Internsion_1.1006174730948418e+19,Leisure & Wellness/Gym,Car,1.66969424169471,6.0,Escription,"This person goes to Escription by Car, this place is in the amenity category of Leisure & Wellness/Gym. The distance is 1.66969424169471 miles. It takes 6.0 minutes."
Internsion_1.908755307427129e+18,Retail (Grocery)/Liquor Store,Walking,0.6052203440330011,11.0,Reliable Market,"This person goes to Reliable Market by Walking, this place is in the amenity category of Retail (Grocery)/Liquor Store. The distance is 0.6052203440330011 miles. It takes 11.0 minutes."
Internsion_7.243732443823458e+16,Retail (Grocery)/Convenience Corner Store,Car,11.443998995769697,35.0,Coolidge Market,"This person goes to Coolidge Market by Car, this place is in the amenity category of Retail (Grocery)/Convenience Corner Store. The distance is 11.443998995769697 miles. It takes 35.0 minutes."
Internsion_4.4747342782804e+17,F&B Eatery/Limited-Service Restaurants,Walking,1.860816946947712,35.0,Food Court VA Hospital,"This person goes to Food Court VA Hospital by Walking, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 1.860816946947712 miles. It takes 35.0 minutes."
Internsion_6.733576996407682e+18,Retail (Consumer Goods)/Shoe Store,Public_transport,1.0087277960846837,9.0,Foot Locker,"This person goes to Foot Locker by Public_transport, this place is in the amenity category of Retail (Consumer Goods)/Shoe Store. The distance is 1.0087277960846837 miles. It takes 9.0 minutes."
Internsion_1.2427721822375424e+18,Entertainment/Zoos and Nature Parks,Public_transport,4.058372196490903,36.0,Massport Harborwalk,"This person goes to Massport Harborwalk by Public_transport, this place is in the amenity category of Entertainment/Zoos and Nature Parks. The distance is 4.058372196490903 miles. It takes 36.0 minutes."
Internsion_1.4228546240017334e+19,F&B Eatery/Full-Service Restaurants,Car,0.6585795294469398,2.0,The Brewer's Fork,"This person goes to The Brewer's Fork by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.6585795294469398 miles. It takes 2.0 minutes."
Internsion_7.510801028452733e+18,F&B Eatery/Full-Service Restaurants,Car,29.78154512137053,53.0,Elite Restaurant,"This person goes to Elite Restaurant by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 29.78154512137053 miles. It takes 53.0 minutes."
Internsion_7.962333607749409e+17,Retail (Grocery)/Convenience Corner Store,Walking,0.1981553629545988,3.0,7-Eleven,"This person goes to 7-Eleven by Walking, this place is in the amenity category of Retail (Grocery)/Convenience Corner Store. The distance is 0.1981553629545988 miles. It takes 3.0 minutes."
Internsion_7.972872445385886e+18,Retail (Consumer Goods)/Clothing Store,Public_transport,0.7917415175010839,11.0,GIVENCHY,"This person goes to GIVENCHY by Public_transport, this place is in the amenity category of Retail (Consumer Goods)/Clothing Store. The distance is 0.7917415175010839 miles. It takes 11.0 minutes."
Internsion_1.5837047641459198e+19,Leisure & Wellness/Recreation Industries,Public_transport,2.673205426560121,21.0,Corporal Burns Playground,"This person goes to Corporal Burns Playground by Public_transport, this place is in the amenity category of Leisure & Wellness/Recreation Industries. The distance is 2.673205426560121 miles. It takes 21.0 minutes."
Internsion_1.1992845041782931e+19,Retail (Consumer Goods)/Used Merchandise Retailers,Public_transport,0.924174048927108,11.0,Rags Jeans Vintage,"This person goes to Rags Jeans Vintage by Public_transport, this place is in the amenity category of Retail (Consumer Goods)/Used Merchandise Retailers. The distance is 0.924174048927108 miles. It takes 11.0 minutes."
Internsion_1.120744509837092e+19,Hotel/Hotel and Lodging,Walking,0.0008559891973827,0.0,The Constitution Inn,"This person goes to The Constitution Inn by Walking, this place is in the amenity category of Hotel/Hotel and Lodging. The distance is 0.0008559891973827 miles. It takes 0.0 minutes."
Internsion_7.098839862307065e+18,Retail (Grocery)/Liquor Store,Walking,0.1962822291766797,3.0,Jersey Street Liquors,"This person goes to Jersey Street Liquors by Walking, this place is in the amenity category of Retail (Grocery)/Liquor Store. The distance is 0.1962822291766797 miles. It takes 3.0 minutes."
Internsion_1.400630513072693e+19,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,0.98184356586841,4.0,Breadwinners,"This person goes to Breadwinners by Car, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 0.98184356586841 miles. It takes 4.0 minutes."
Internsion_2.7817918535237875e+17,Entertainment/Zoos and Nature Parks,Public_transport,1.8221298227639555,24.0,Msgr Reynolds Playground,"This person goes to Msgr Reynolds Playground by Public_transport, this place is in the amenity category of Entertainment/Zoos and Nature Parks. The distance is 1.8221298227639555 miles. It takes 24.0 minutes."
Internsion_1.679488392162655e+19,Professional Services/Real Estate,Walking,0.2062971187951007,3.0,Marketplace Center,"This person goes to Marketplace Center by Walking, this place is in the amenity category of Professional Services/Real Estate. The distance is 0.2062971187951007 miles. It takes 3.0 minutes."
Internsion_1.1267896290231077e+19,Professional Services/Real Estate,Walking,0.0092949098219467,0.0,Marketplace Center,"This person goes to Marketplace Center by Walking, this place is in the amenity category of Professional Services/Real Estate. The distance is 0.0092949098219467 miles. It takes 0.0 minutes."
